,Unnamed: 0,DENTIST,DOCTOR,MEDICAL TECHNOLOGIST,MIDWIFE,NURSE,NUTRITIONIST/DIETICIAN,OCCUPATIONAL THERAPIST,PHARMACIST,PHYSICAL THERAPIST,Place of Practice,RADIOLOGY TECHNOLOGIST,Total,X-RAY TECHNOLOGIST,municipality,province,name_municipality_trim_ndh,pcode,Pcode_province,name_province,Pcode_municipality,name_municipality,name_municipality_trim_pcodes
1294,1358,3.0,20.0,6.0,64.0,43.0,1.0,0.0,3.0,0.0,Within,0.0,140.0,0.0,GINGOOG CITY,MISAMIS ORIENTAL,GINGOOG,104308000.0,104300000,MISAMIS ORIENTAL,104308000,GINGOOG CITY,GINGOOG
1295,1359,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,1.0,0.0,GINGOOG CITY,MISAMIS ORIENTAL,GINGOOG,104308000.0,104300000,MISAMIS ORIENTAL,104308000,GINGOOG CITY,GINGOOG
1296,1360,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,Within,0.0,4.0,0.0,GITAGUM,MISAMIS ORIENTAL,GITAGUM,104309000.0,104300000,MISAMIS ORIENTAL,104309000,GITAGUM,GITAGUM
1297,1361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,GITAGUM,MISAMIS ORIENTAL,GITAGUM,104309000.0,104300000,MISAMIS ORIENTAL,104309000,GITAGUM,GITAGUM
1298,1362,1.0,10.0,3.0,14.0,19.0,1.0,0.0,2.0,0.0,Within,0.0,50.0,0.0,INITAO,MISAMIS ORIENTAL,INITAO,104310000.0,104300000,MISAMIS ORIENTAL,104310000,INITAO,INITAO
1299,1363,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,2.0,0.0,INITAO,MISAMIS ORIENTAL,INITAO,104310000.0,104300000,MISAMIS ORIENTAL,104310000,INITAO,INITAO
1300,1364,0.0,4.0,1.0,17.0,3.0,0.0,0.0,0.0,0.0,Within,0.0,25.0,0.0,JASAAN,MISAMIS ORIENTAL,JASAAN,104311000.0,104300000,MISAMIS ORIENTAL,104311000,JASAAN,JASAAN
1301,1365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,JASAAN,MISAMIS ORIENTAL,JASAAN,104311000.0,104300000,MISAMIS ORIENTAL,104311000,JASAAN,JASAAN
1302,1366,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,Within,0.0,4.0,0.0,LIBERTAD,MISAMIS ORIENTAL,LIBERTAD,104315000.0,104300000,MISAMIS ORIENTAL,104315000,LIBERTAD,LIBERTAD
1303,1367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,LIBERTAD,MISAMIS ORIENTAL,LIBERTAD,104315000.0,104300000,MISAMIS ORIENTAL,104315000,LIBERTAD,LIBERTAD
1304,1368,1.0,1.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,Within,0.0,10.0,0.0,LUGAIT,MISAMIS ORIENTAL,LUGAIT,104316000.0,104300000,MISAMIS ORIENTAL,104316000,LUGAIT,LUGAIT
1305,1369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,LUGAIT,MISAMIS ORIENTAL,LUGAIT,104316000.0,104300000,MISAMIS ORIENTAL,104316000,LUGAIT,LUGAIT
1306,1370,1.0,3.0,2.0,4.0,5.0,0.0,0.0,1.0,0.0,Within,0.0,16.0,0.0,MAGSAYSAY,MISAMIS ORIENTAL,MAGSAYSAY,104317000.0,104300000,MISAMIS ORIENTAL,104317000,MAGSAYSAY (LINUGOS),MAGSAYSAY LINUGOS
1307,1371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,MAGSAYSAY,MISAMIS ORIENTAL,MAGSAYSAY,104317000.0,104300000,MISAMIS ORIENTAL,104317000,MAGSAYSAY (LINUGOS),MAGSAYSAY LINUGOS
1308,1372,0.0,17.0,2.0,12.0,25.0,0.0,0.0,1.0,0.0,Within,0.0,57.0,0.0,MANTICAO,MISAMIS ORIENTAL,MANTICAO,104318000.0,104300000,MISAMIS ORIENTAL,104318000,MANTICAO,MANTICAO
1309,1373,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,5.0,0.0,MANTICAO,MISAMIS ORIENTAL,MANTICAO,104318000.0,104300000,MISAMIS ORIENTAL,104318000,MANTICAO,MANTICAO
1310,1374,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,Within,0.0,9.0,0.0,MEDINA,MISAMIS ORIENTAL,MEDINA,104319000.0,104300000,MISAMIS ORIENTAL,104319000,MEDINA,MEDINA
1311,1375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,MEDINA,MISAMIS ORIENTAL,MEDINA,104319000.0,104300000,MISAMIS ORIENTAL,104319000,MEDINA,MEDINA
1312,1376,0.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,Within,0.0,8.0,0.0,NAAWAN,MISAMIS ORIENTAL,NAAWAN,104320000.0,104300000,MISAMIS ORIENTAL,104320000,NAAWAN,NAAWAN
1313,1377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,NAAWAN,MISAMIS ORIENTAL,NAAWAN,104320000.0,104300000,MISAMIS ORIENTAL,104320000,NAAWAN,NAAWAN
1314,1378,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,Within,0.0,12.0,0.0,OPOL,MISAMIS ORIENTAL,OPOL,104321000.0,104300000,MISAMIS ORIENTAL,104321000,OPOL,OPOL
1315,1379,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,2.0,0.0,OPOL,MISAMIS ORIENTAL,OPOL,104321000.0,104300000,MISAMIS ORIENTAL,104321000,OPOL,OPOL
1316,1380,0.0,1.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,Within,0.0,11.0,0.0,SALAY,MISAMIS ORIENTAL,SALAY,104322000.0,104300000,MISAMIS ORIENTAL,104322000,SALAY,SALAY
1317,1381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,SALAY,MISAMIS ORIENTAL,SALAY,104322000.0,104300000,MISAMIS ORIENTAL,104322000,SALAY,SALAY
1318,1382,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Within,0.0,2.0,0.0,SUGBONGCOGON,MISAMIS ORIENTAL,SUGBONGCOGON,104323000.0,104300000,MISAMIS ORIENTAL,104323000,SUGBONGCOGON,SUGBONGCOGON
1319,1383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,SUGBONGCOGON,MISAMIS ORIENTAL,SUGBONGCOGON,104323000.0,104300000,MISAMIS ORIENTAL,104323000,SUGBONGCOGON,SUGBONGCOGON
1320,1384,1.0,2.0,2.0,12.0,12.0,0.0,0.0,1.0,0.0,Within,0.0,30.0,0.0,TAGOLOAN,MISAMIS ORIENTAL,TAGOLOAN,104324000.0,104300000,MISAMIS ORIENTAL,104324000,TAGOLOAN,TAGOLOAN
1321,1385,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,cross,0.0,1.0,0.0,TAGOLOAN,MISAMIS ORIENTAL,TAGOLOAN,104324000.0,104300000,MISAMIS ORIENTAL,104324000,TAGOLOAN,TAGOLOAN
1322,1386,1.0,7.0,3.0,18.0,13.0,1.0,0.0,1.0,1.0,Within,0.0,45.0,0.0,TALISAYAN,MISAMIS ORIENTAL,TALISAYAN,104325000.0,104300000,MISAMIS ORIENTAL,104325000,TALISAYAN,TALISAYAN
1323,1387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,TALISAYAN,MISAMIS ORIENTAL,TALISAYAN,104325000.0,104300000,MISAMIS ORIENTAL,104325000,TALISAYAN,TALISAYAN
1324,1390,0.0,1.0,1.0,7.0,2.0,0.0,0.0,0.0,0.0,Within,0.0,11.0,0.0,BARLIG,MOUNTAIN PROVINCE,BARLIG,144401000.0,144400000,MOUNTAIN PROVINCE,144401000,BARLIG,BARLIG
1325,1391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,BARLIG,MOUNTAIN PROVINCE,BARLIG,144401000.0,144400000,MOUNTAIN PROVINCE,144401000,BARLIG,BARLIG
1326,1392,2.0,12.0,7.0,24.0,23.0,2.0,0.0,3.0,0.0,Within,1.0,76.0,2.0,BAUKO,MOUNTAIN PROVINCE,BAUKO,144402000.0,144400000,MOUNTAIN PROVINCE,144402000,BAUKO,BAUKO
1327,1393,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,2.0,0.0,BAUKO,MOUNTAIN PROVINCE,BAUKO,144402000.0,144400000,MOUNTAIN PROVINCE,144402000,BAUKO,BAUKO
1328,1394,1.0,4.0,2.0,13.0,8.0,1.0,0.0,1.0,0.0,Within,0.0,30.0,0.0,BESAO,MOUNTAIN PROVINCE,BESAO,144403000.0,144400000,MOUNTAIN PROVINCE,144403000,BESAO,BESAO
1329,1395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,BESAO,MOUNTAIN PROVINCE,BESAO,144403000.0,144400000,MOUNTAIN PROVINCE,144403000,BESAO,BESAO
1330,1396,1.0,12.0,7.0,38.0,55.0,2.0,1.0,2.0,1.0,Within,1.0,120.0,0.0,BONTOC,MOUNTAIN PROVINCE,BONTOC,144404000.0,144400000,MOUNTAIN PROVINCE,144404000,BONTOC (CAPITAL),BONTOC
1331,1397,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,6.0,0.0,BONTOC,MOUNTAIN PROVINCE,BONTOC,144404000.0,144400000,MOUNTAIN PROVINCE,144404000,BONTOC (CAPITAL),BONTOC
1332,1398,1.0,1.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,Within,0.0,17.0,0.0,NATONIN,MOUNTAIN PROVINCE,NATONIN,144405000.0,144400000,MOUNTAIN PROVINCE,144405000,NATONIN,NATONIN
1333,1399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,NATONIN,MOUNTAIN PROVINCE,NATONIN,144405000.0,144400000,MOUNTAIN PROVINCE,144405000,NATONIN,NATONIN
1334,1400,3.0,4.0,2.0,15.0,10.0,2.0,0.0,1.0,0.0,Within,0.0,37.0,0.0,PARACELIS,MOUNTAIN PROVINCE,PARACELIS,144406000.0,144400000,MOUNTAIN PROVINCE,144406000,PARACELIS,PARACELIS
1335,1401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,PARACELIS,MOUNTAIN PROVINCE,PARACELIS,144406000.0,144400000,MOUNTAIN PROVINCE,144406000,PARACELIS,PARACELIS
1336,1402,0.0,1.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,Within,0.0,10.0,0.0,SABANGAN,MOUNTAIN PROVINCE,SABANGAN,144407000.0,144400000,MOUNTAIN PROVINCE,144407000,SABANGAN,SABANGAN
1337,1403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,SABANGAN,MOUNTAIN PROVINCE,SABANGAN,144407000.0,144400000,MOUNTAIN PROVINCE,144407000,SABANGAN,SABANGAN
1338,1404,1.0,1.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,Within,0.0,13.0,0.0,SADANGA,MOUNTAIN PROVINCE,SADANGA,144408000.0,144400000,MOUNTAIN PROVINCE,144408000,SADANGA,SADANGA
1339,1405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,SADANGA,MOUNTAIN PROVINCE,SADANGA,144408000.0,144400000,MOUNTAIN PROVINCE,144408000,SADANGA,SADANGA
1340,1406,1.0,1.0,2.0,9.0,1.0,0.0,0.0,0.0,0.0,Within,0.0,14.0,0.0,SAGADA,MOUNTAIN PROVINCE,SAGADA,144409000.0,144400000,MOUNTAIN PROVINCE,144409000,SAGADA,SAGADA
1341,1407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,SAGADA,MOUNTAIN PROVINCE,SAGADA,144409000.0,144400000,MOUNTAIN PROVINCE,144409000,SAGADA,SAGADA
1342,1408,1.0,1.0,1.0,15.0,2.0,0.0,0.0,0.0,0.0,Within,0.0,20.0,0.0,TADIAN,MOUNTAIN PROVINCE,TADIAN,144410000.0,144400000,MOUNTAIN PROVINCE,144410000,TADIAN,TADIAN
1343,1409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,TADIAN,MOUNTAIN PROVINCE,TADIAN,144410000.0,144400000,MOUNTAIN PROVINCE,144410000,TADIAN,TADIAN
1344,1412,7.0,135.0,48.0,20.0,317.0,8.0,8.0,24.0,3.0,Within,13.0,584.0,1.0,BACOLOD CITY,NEGROS OCCIDENTAL,BACOLOD,64501000.0,64500000,NEGROS OCCIDENTAL,64501000,BACOLOD CITY (CAPITAL),BACOLOD
1345,1413,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,2.0,0.0,BACOLOD CITY,NEGROS OCCIDENTAL,BACOLOD,64501000.0,64500000,NEGROS OCCIDENTAL,64501000,BACOLOD CITY (CAPITAL),BACOLOD
1346,1414,2.0,7.0,0.0,45.0,22.0,0.0,3.0,0.0,0.0,Within,0.0,79.0,0.0,BAGO CITY,NEGROS OCCIDENTAL,BAGO,64502000.0,64500000,NEGROS OCCIDENTAL,64502000,BAGO CITY,BAGO
1347,1415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,BAGO CITY,NEGROS OCCIDENTAL,BAGO,64502000.0,64500000,NEGROS OCCIDENTAL,64502000,BAGO CITY,BAGO
1348,1416,0.0,1.0,0.0,24.0,2.0,0.0,0.0,0.0,1.0,Within,0.0,28.0,0.0,BINALBAGAN,NEGROS OCCIDENTAL,BINALBAGAN,64503000.0,64500000,NEGROS OCCIDENTAL,64503000,BINALBAGAN,BINALBAGAN
1349,1417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,BINALBAGAN,NEGROS OCCIDENTAL,BINALBAGAN,64503000.0,64500000,NEGROS OCCIDENTAL,64503000,BINALBAGAN,BINALBAGAN
1350,1418,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Within,0.0,3.0,0.0,CALATRAVA,NEGROS OCCIDENTAL,CALATRAVA,64505000.0,64500000,NEGROS OCCIDENTAL,64505000,CALATRAVA,CALATRAVA
1351,1419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,CALATRAVA,NEGROS OCCIDENTAL,CALATRAVA,64505000.0,64500000,NEGROS OCCIDENTAL,64505000,CALATRAVA,CALATRAVA
1352,1420,2.0,12.0,0.0,19.0,24.0,1.0,4.0,2.0,2.0,Within,0.0,66.0,0.0,ESCALANTE CITY,NEGROS OCCIDENTAL,ESCALANTE,64509000.0,64500000,NEGROS OCCIDENTAL,64509000,CITY OF ESCALANTE,ESCALANTE
1353,1421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,ESCALANTE CITY,NEGROS OCCIDENTAL,ESCALANTE,64509000.0,64500000,NEGROS OCCIDENTAL,64509000,CITY OF ESCALANTE,ESCALANTE
1354,1422,1.0,8.0,2.0,11.0,20.0,1.0,0.0,2.0,0.0,Within,0.0,46.0,1.0,HIMAMAYLAN CITY,NEGROS OCCIDENTAL,HIMAMAYLAN,64510000.0,64500000,NEGROS OCCIDENTAL,64510000,CITY OF HIMAMAYLAN,HIMAMAYLAN
1355,1423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,HIMAMAYLAN CITY,NEGROS OCCIDENTAL,HIMAMAYLAN,64510000.0,64500000,NEGROS OCCIDENTAL,64510000,CITY OF HIMAMAYLAN,HIMAMAYLAN
1356,1424,2.0,3.0,0.0,8.0,24.0,0.0,0.0,0.0,0.0,Within,0.0,37.0,0.0,KABANKALAN CITY,NEGROS OCCIDENTAL,KABANKALAN,64515000.0,64500000,NEGROS OCCIDENTAL,64515000,CITY OF KABANKALAN,KABANKALAN
1357,1425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,KABANKALAN CITY,NEGROS OCCIDENTAL,KABANKALAN,64515000.0,64500000,NEGROS OCCIDENTAL,64515000,CITY OF KABANKALAN,KABANKALAN
1358,1426,2.0,3.0,0.0,17.0,3.0,1.0,1.0,1.0,0.0,Within,0.0,28.0,0.0,LA CARLOTA CITY,NEGROS OCCIDENTAL,LA CARLOTA,64516000.0,64500000,NEGROS OCCIDENTAL,64516000,LA CARLOTA CITY,LA CARLOTA
1359,1427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,LA CARLOTA CITY,NEGROS OCCIDENTAL,LA CARLOTA,64516000.0,64500000,NEGROS OCCIDENTAL,64516000,LA CARLOTA CITY,LA CARLOTA
1360,1428,0.0,1.0,0.0,17.0,6.0,0.0,0.0,0.0,0.0,Within,0.0,24.0,0.0,MURCIA,NEGROS OCCIDENTAL,MURCIA,64520000.0,64500000,NEGROS OCCIDENTAL,64520000,MURCIA,MURCIA
1361,1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,MURCIA,NEGROS OCCIDENTAL,MURCIA,64520000.0,64500000,NEGROS OCCIDENTAL,64520000,MURCIA,MURCIA
1362,1430,0.0,1.0,0.0,17.0,3.0,1.0,1.0,0.0,0.0,Within,0.0,23.0,0.0,PONTEVEDRA,NEGROS OCCIDENTAL,PONTEVEDRA,64521000.0,64500000,NEGROS OCCIDENTAL,64521000,PONTEVEDRA,PONTEVEDRA
1363,1431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,PONTEVEDRA,NEGROS OCCIDENTAL,PONTEVEDRA,64521000.0,64500000,NEGROS OCCIDENTAL,64521000,PONTEVEDRA,PONTEVEDRA
1364,1432,0.0,1.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,Within,0.0,9.0,0.0,PULUPANDAN,NEGROS OCCIDENTAL,PULUPANDAN,64522000.0,64500000,NEGROS OCCIDENTAL,64522000,PULUPANDAN,PULUPANDAN
1365,1433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,PULUPANDAN,NEGROS OCCIDENTAL,PULUPANDAN,64522000.0,64500000,NEGROS OCCIDENTAL,64522000,PULUPANDAN,PULUPANDAN
1366,1434,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,Within,0.0,20.0,0.0,SAGAY CITY,NEGROS OCCIDENTAL,SAGAY,64523000.0,64500000,NEGROS OCCIDENTAL,64523000,SAGAY CITY,SAGAY
1367,1435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,SAGAY CITY,NEGROS OCCIDENTAL,SAGAY,64523000.0,64500000,NEGROS OCCIDENTAL,64523000,SAGAY CITY,SAGAY
1368,1436,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Within,0.0,1.0,0.0,SALVADOR BENEDICTO,NEGROS OCCIDENTAL,SALVADOR BENEDICTO,64532000.0,64500000,NEGROS OCCIDENTAL,64532000,SALVADOR BENEDICTO,SALVADOR BENEDICTO
1369,1437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,SALVADOR BENEDICTO,NEGROS OCCIDENTAL,SALVADOR BENEDICTO,64532000.0,64500000,NEGROS OCCIDENTAL,64532000,SALVADOR BENEDICTO,SALVADOR BENEDICTO
1370,1438,0.0,2.0,1.0,13.0,8.0,0.0,0.0,0.0,0.0,Within,0.0,24.0,0.0,SAN ENRIQUE,NEGROS OCCIDENTAL,SAN ENRIQUE,64525000.0,64500000,NEGROS OCCIDENTAL,64525000,SAN ENRIQUE,SAN ENRIQUE
1371,1439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,SAN ENRIQUE,NEGROS OCCIDENTAL,SAN ENRIQUE,64525000.0,64500000,NEGROS OCCIDENTAL,64525000,SAN ENRIQUE,SAN ENRIQUE
1372,1440,3.0,26.0,4.0,9.0,11.0,0.0,1.0,3.0,0.0,Within,1.0,59.0,1.0,SILAY CITY,NEGROS OCCIDENTAL,SILAY,64526000.0,64500000,NEGROS OCCIDENTAL,64526000,SILAY CITY,SILAY
1373,1441,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,2.0,0.0,SILAY CITY,NEGROS OCCIDENTAL,SILAY,64526000.0,64500000,NEGROS OCCIDENTAL,64526000,SILAY CITY,SILAY
1374,1442,2.0,2.0,0.0,21.0,10.0,0.0,3.0,0.0,0.0,Within,0.0,38.0,0.0,TALISAY CITY,NEGROS OCCIDENTAL,TALISAY,64528000.0,64500000,NEGROS OCCIDENTAL,64528000,CITY OF TALISAY,TALISAY
1375,1443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,TALISAY CITY,NEGROS OCCIDENTAL,TALISAY,64528000.0,64500000,NEGROS OCCIDENTAL,64528000,CITY OF TALISAY,TALISAY
1376,1444,0.0,1.0,0.0,12.0,7.0,0.0,0.0,0.0,0.0,Within,0.0,20.0,0.0,TOBOSO,NEGROS OCCIDENTAL,TOBOSO,64529000.0,64500000,NEGROS OCCIDENTAL,64529000,TOBOSO,TOBOSO
1377,1445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,TOBOSO,NEGROS OCCIDENTAL,TOBOSO,64529000.0,64500000,NEGROS OCCIDENTAL,64529000,TOBOSO,TOBOSO
1378,1446,1.0,8.0,2.0,22.0,22.0,1.0,0.0,1.0,0.0,Within,1.0,58.0,0.0,VALLADOLID,NEGROS OCCIDENTAL,VALLADOLID,64530000.0,64500000,NEGROS OCCIDENTAL,64530000,VALLADOLID,VALLADOLID
1379,1447,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,1.0,0.0,VALLADOLID,NEGROS OCCIDENTAL,VALLADOLID,64530000.0,64500000,NEGROS OCCIDENTAL,64530000,VALLADOLID,VALLADOLID
1380,1448,0.0,9.0,0.0,20.0,17.0,0.0,3.0,1.0,0.0,Within,0.0,50.0,0.0,VICTORIAS CITY,NEGROS OCCIDENTAL,VICTORIAS,64531000.0,64500000,NEGROS OCCIDENTAL,64531000,CITY OF VICTORIAS,VICTORIAS
1381,1449,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,2.0,0.0,VICTORIAS CITY,NEGROS OCCIDENTAL,VICTORIAS,64531000.0,64500000,NEGROS OCCIDENTAL,64531000,CITY OF VICTORIAS,VICTORIAS
1382,1452,0.0,0.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0,Within,0.0,12.0,0.0,AMLAN,NEGROS ORIENTAL,AMLAN,74616000.0,74600000,NEGROS ORIENTAL,74616000,PAMPLONA,PAMPLONA
1383,1453,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,1.0,0.0,AMLAN,NEGROS ORIENTAL,AMLAN,74616000.0,74600000,NEGROS ORIENTAL,74616000,PAMPLONA,PAMPLONA
1384,1480,1.0,1.0,1.0,18.0,2.0,0.0,0.0,0.0,0.0,Within,0.0,23.0,0.0,PAMPLONA,NEGROS ORIENTAL,PAMPLONA,74616000.0,74600000,NEGROS ORIENTAL,74616000,PAMPLONA,PAMPLONA
1385,1481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,PAMPLONA,NEGROS ORIENTAL,PAMPLONA,74616000.0,74600000,NEGROS ORIENTAL,74616000,PAMPLONA,PAMPLONA
1386,1454,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Within,0.0,1.0,0.0,AYUNGON,NEGROS ORIENTAL,AYUNGON,74602000.0,74600000,NEGROS ORIENTAL,74602000,AYUNGON,AYUNGON
1387,1455,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,1.0,0.0,AYUNGON,NEGROS ORIENTAL,AYUNGON,74602000.0,74600000,NEGROS ORIENTAL,74602000,AYUNGON,AYUNGON
1388,1456,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,Within,0.0,10.0,0.0,BACONG,NEGROS ORIENTAL,BACONG,74603000.0,74600000,NEGROS ORIENTAL,74603000,BACONG,BACONG
1389,1457,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,1.0,0.0,BACONG,NEGROS ORIENTAL,BACONG,74603000.0,74600000,NEGROS ORIENTAL,74603000,BACONG,BACONG
1390,1458,2.0,10.0,8.0,22.0,31.0,1.0,0.0,3.0,1.0,Within,0.0,78.0,0.0,BAIS CITY,NEGROS ORIENTAL,BAIS,74604000.0,74600000,NEGROS ORIENTAL,74604000,BAIS CITY,BAIS
1391,1459,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,2.0,0.0,BAIS CITY,NEGROS ORIENTAL,BAIS,74604000.0,74600000,NEGROS ORIENTAL,74604000,BAIS CITY,BAIS
1392,1460,0.0,1.0,1.0,11.0,4.0,0.0,0.0,0.0,0.0,Within,0.0,17.0,0.0,BASAY,NEGROS ORIENTAL,BASAY,74605000.0,74600000,NEGROS ORIENTAL,74605000,BASAY,BASAY
1393,1461,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,1.0,0.0,BASAY,NEGROS ORIENTAL,BASAY,74605000.0,74600000,NEGROS ORIENTAL,74605000,BASAY,BASAY
1394,1462,2.0,13.0,3.0,42.0,19.0,1.0,0.0,3.0,0.0,Within,0.0,83.0,0.0,BAYAWAN CITY,NEGROS ORIENTAL,BAYAWAN,74622000.0,74600000,NEGROS ORIENTAL,74622000,TAYASAN,TAYASAN
1395,1463,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,2.0,0.0,BAYAWAN CITY,NEGROS ORIENTAL,BAYAWAN,74622000.0,74600000,NEGROS ORIENTAL,74622000,TAYASAN,TAYASAN
1396,1490,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,Within,0.0,5.0,0.0,TAYASAN,NEGROS ORIENTAL,TAYASAN,74622000.0,74600000,NEGROS ORIENTAL,74622000,TAYASAN,TAYASAN
1397,1491,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,2.0,0.0,TAYASAN,NEGROS ORIENTAL,TAYASAN,74622000.0,74600000,NEGROS ORIENTAL,74622000,TAYASAN,TAYASAN
1398,1464,1.0,7.0,1.0,0.0,16.0,1.0,0.0,1.0,0.0,Within,0.0,27.0,0.0,BINDOY,NEGROS ORIENTAL,BINDOY,74614000.0,74600000,NEGROS ORIENTAL,74614000,MABINAY,MABINAY
